geografie,geslacht,migratieachtergrond,huishouden,bins,uitkomst,N,mean,parents_income,opleiding_ouders,type,uitkomst_NL
Groningen,Totaal,Totaal,Totaal,0% - 10%,c00_infant_mortality,1962,1.22324159021407,21.8317835465096,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,10% - 20%,c00_infant_mortality,1962,0.866462793068298,32.8879465801093,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,20% - 30%,c00_infant_mortality,1962,1.12130479102956,45.4525901032167,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,30% - 40%,c00_infant_mortality,1960,0.612244897959184,57.537056514973,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,40% - 50%,c00_infant_mortality,1960,0.561224489795918,68.5030821564053,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,50% - 60%,c00_infant_mortality,1960,0.86734693877551,79.3618193833142,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,60% - 70%,c00_infant_mortality,1960,0.663265306122449,91.1063129725514,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,70% - 80%,c00_infant_mortality,1960,0.663265306122449,105.143851024496,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,80% - 90%,c00_infant_mortality,1960,0.612244897959184,124.666536378124,Totaal,10,Zuigelingensterfte
Groningen,Totaal,Totaal,Totaal,90% - 100%,c00_infant_mortality,1960,0.714285714285714,185.215114676266,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,0% - 10%,c00_infant_mortality,4218,0.85348506401138,25.8379003818563,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,10% - 20%,c00_infant_mortality,4218,0.545282124229493,43.7834550046818,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,20% - 30%,c00_infant_mortality,4218,0.640113798008535,59.7403466071185,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,30% - 40%,c00_infant_mortality,4218,0.663821716453295,73.6702658876999,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,40% - 50%,c00_infant_mortality,4217,0.569091262439909,86.6972810697682,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,50% - 60%,c00_infant_mortality,4216,0.569259962049336,100.20610323073,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,60% - 70%,c00_infant_mortality,4216,0.830170777988615,114.104950758624,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,70% - 80%,c00_infant_mortality,4216,0.569259962049336,130.753477871019,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,80% - 90%,c00_infant_mortality,4216,0.47438330170778,153.949111496786,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Totaal,90% - 100%,c00_infant_mortality,4216,0.403225806451613,221.804406596034,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,0% - 10%,c00_infant_mortality,3896,0.795687885010267,29.7443114258585,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,10% - 20%,c00_infant_mortality,3896,0.616016427104723,49.8613206508647,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,20% - 30%,c00_infant_mortality,3895,0.590494089258576,65.1604590356431,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,30% - 40%,c00_infant_mortality,3894,0.667693888032871,78.4318136230867,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,40% - 50%,c00_infant_mortality,3894,0.59065228556754,91.1086400128468,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,50% - 60%,c00_infant_mortality,3894,0.61633281972265,103.955670097934,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,60% - 70%,c00_infant_mortality,3894,0.744735490498202,117.461360855708,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,70% - 80%,c00_infant_mortality,3894,0.59065228556754,133.743989661781,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,80% - 90%,c00_infant_mortality,3894,0.462249614791988,156.871377897097,Totaal,10,Zuigelingensterfte
Utrecht,Totaal,Totaal,Tweeoudergezin,90% - 100%,c00_infant_mortality,3894,0.410888546481767,225.308874519175,Totaal,10,Zuigelingensterfte
Amsterdam,Totaal,Totaal,Totaal,0% - 10%,c00_infant_mortality,9326,1.14733004503538,21.1352511584539,Totaal,10,Zuigelingensterfte
Amsterdam,Totaal,Totaal,Totaal,10% - 20%,c00_infant_mortality,9325,1.19031518881401,32.1844052816704,Totaal,10,Zuigelingensterfte
Amsterdam,Totaal,Totaal,Totaal,20% - 30%,c00_infant_mortality,9324,0.825825825825826,42.8842536200245,Totaal,10,Zuigelingensterfte
Amsterdam,Totaal,Totaal,Totaal,30% - 40%,c00_infant_mortality,9324,0.793650793650794,54.9746557510001,Totaal,10,Zuigelingensterfte
Amsterdam,Totaal,Totaal,Totaal,40% - 50%,c00_infant_mortality,9324,0.868725868725869,67.5553577988683,Totaal,10,Zuigelingensterfte
